"","date","fav_count","rep_count","ret_count","user_count","tweet_count"
"536",2015-07-17,0,0,0,1,1
"537",2015-07-18,0,2,9,6,3
"538",2015-07-22,2,0,23,3,2
"539",2015-07-23,0,0,1,1,1
"540",2015-07-25,0,1,3,2,2
"541",2015-07-29,0,0,0,2,2
"542",2015-07-30,1,2,15,7,4
"543",2015-08-01,0,0,1,1,1
"544",2015-08-03,0,1,0,3,2
"545",2015-08-04,0,0,0,2,2
"546",2015-08-07,1,0,1,5,5
"547",2015-08-08,0,0,0,1,1
"548",2015-08-09,0,0,4,2,2
"549",2015-08-10,0,0,0,1,1
"550",2015-08-12,4,2,33,9,7
"551",2015-08-15,0,2,9,6,5
"552",2015-08-16,0,0,5,5,3
"553",2015-08-17,13,9,39,4,3
"554",2015-08-19,4,3,76,5,4
"555",2015-08-20,3,1,23,8,4
"556",2015-08-21,0,0,2,2,1
"557",2015-08-22,0,0,4,3,1
"558",2015-08-23,1,1,14,10,5
"559",2015-08-24,0,0,3,3,3
"560",2015-08-25,19,5,84,41,14
"561",2015-08-26,8,6,105,113,58
"562",2015-08-27,0,0,12,21,18
"563",2015-08-28,8,9,105,10,5
"564",2015-08-29,0,1,4,15,10
"565",2015-08-30,1,1,5,6,3
"566",2015-08-31,0,0,2,1,1
"567",2015-09-01,6,9,76,44,20
"568",2015-09-02,0,0,47,14,14
"569",2015-09-03,1,1,16,16,10
"570",2015-09-04,0,1,0,7,3
"571",2015-09-05,5,0,34,8,3
"572",2015-09-06,3,1,13,22,10
"573",2015-09-07,3,1,13,7,4
"574",2015-09-08,0,1,0,2,2
"575",2015-09-10,0,1,9,8,8
"576",2015-09-11,1,0,8,11,10
"577",2015-09-12,1,2,17,4,2
"578",2015-09-13,4,0,42,17,11
"579",2015-09-14,0,0,18,7,4
"580",2015-09-15,0,0,9,1,1
"581",2015-09-17,0,0,7,3,3
"582",2015-09-18,0,1,7,9,4
"583",2015-09-19,0,0,0,4,2
"584",2015-09-20,0,0,0,1,1
"585",2015-09-21,0,0,7,3,3
"586",2015-09-22,0,0,4,9,6
"587",2015-09-23,4,3,54,7,6
"588",2015-09-24,5,1,27,12,5
"589",2015-09-25,0,0,3,4,3
"590",2015-09-27,2,0,9,6,3
"591",2015-09-29,6,0,23,6,4
"592",2015-10-01,0,0,14,1,1
"593",2015-10-02,0,0,4,9,9
"594",2015-10-03,2,1,2,7,7
"595",2015-10-04,0,0,0,15,10
"596",2015-10-05,2,3,4,3,3
"597",2015-10-06,4,3,52,134,109
"598",2015-10-07,10,6,36,37,30
"599",2015-10-08,3,1,29,15,14
"600",2015-10-09,0,0,2,2,2
"601",2015-10-10,0,0,0,1,1
"602",2015-10-11,0,0,9,3,3
"603",2015-10-13,0,0,13,3,3
"604",2015-10-14,0,1,1,7,4
"605",2015-10-16,3,1,44,57,25
"606",2015-10-17,51,5,195,59,29
"607",2015-10-18,46,9,175,116,45
"608",2015-10-19,6,0,26,33,14
"609",2015-10-20,5,3,42,16,12
"610",2015-10-21,0,1,1,16,8
"611",2015-10-22,1,0,2,8,4
"612",2015-10-23,0,0,2,8,6
"613",2015-10-24,5,2,16,31,13
"614",2015-10-25,1,0,17,37,25
"615",2015-10-26,29,4,138,19,13
"616",2015-10-27,0,1,5,14,11
"617",2015-10-28,2,0,15,11,11
"618",2015-10-29,3,1,24,10,8
"619",2015-10-30,1,0,3,11,9
"620",2015-10-31,2,0,12,10,6
"621",2015-11-01,11,2,19,13,9
"622",2015-11-02,0,0,5,7,4
"623",2015-11-03,0,0,0,3,3
"624",2015-11-04,4,1,10,11,8
"625",2015-11-05,0,0,1,9,5
"626",2015-11-06,0,0,3,4,3
"627",2015-11-07,1,0,5,5,4
"628",2015-11-08,9,0,41,9,8
"629",2015-11-09,2,0,24,14,8
"630",2015-11-10,6,1,20,27,18
"631",2015-11-11,0,0,2,5,4
"632",2015-11-12,0,0,0,4,2
"633",2015-11-13,9,0,22,1,1
"634",2015-11-14,6,0,11,8,5
"635",2015-11-15,0,0,7,3,3
"636",2015-11-16,5,1,19,8,7
"637",2015-11-18,0,0,1,4,4
"638",2015-11-19,1,1,7,6,5
"639",2015-11-20,1,1,11,8,4
"640",2015-11-21,7,2,54,9,7
"641",2015-11-22,1,0,3,4,4
"642",2015-11-23,0,0,1,2,2
"643",2015-11-24,3,4,43,10,6
"644",2015-11-25,0,0,0,2,1
"645",2015-11-26,2,0,5,35,15
"646",2015-11-27,0,0,0,3,2
"647",2015-11-28,0,0,0,5,3
"648",2015-11-29,0,0,1,2,2
"649",2015-11-30,1,0,2,10,7
"650",2015-12-01,1,0,4,8,2
"651",2015-12-03,0,0,1,3,3
"652",2015-12-04,0,0,0,4,2
"653",2015-12-05,2,1,2,10,3
"654",2015-12-06,7,0,49,28,11
"655",2015-12-07,1,1,22,13,9
"656",2015-12-08,0,0,0,1,1
"657",2015-12-09,0,0,5,5,3
"658",2015-12-10,19,1,119,15,11
"659",2015-12-11,0,0,0,1,1
"660",2015-12-12,0,0,2,3,3
"661",2015-12-13,0,0,0,2,2
"662",2015-12-14,1,0,15,9,5
"663",2015-12-15,0,0,1,2,1
"664",2015-12-16,0,1,2,5,3
"665",2015-12-18,0,1,0,4,4
"666",2015-12-19,4,3,28,14,9
"667",2015-12-20,3,1,40,7,4
"668",2015-12-22,0,1,1,3,1
"669",2015-12-23,1,0,1,5,3
"670",2015-12-24,0,0,0,3,3
"671",2015-12-25,2,0,23,5,5
"672",2015-12-26,13,2,28,18,14
"673",2015-12-27,5,3,59,17,13
"674",2015-12-28,0,0,17,14,7
"675",2015-12-29,0,0,7,6,4
"676",2016-01-01,10,4,46,12,8
"677",2016-01-02,0,0,0,3,1
"678",2016-01-03,8,0,31,5,5
"679",2016-01-04,0,2,1,5,5
"680",2016-01-05,0,0,0,1,1
"681",2016-01-06,1,0,0,2,2
"682",2016-01-07,0,0,8,4,4
"683",2016-01-09,3,0,58,7,6
"684",2016-01-12,1,0,7,5,2
"685",2016-01-13,1,0,3,3,3
"686",2016-01-16,0,0,0,3,1
"687",2016-01-17,0,1,2,1,1
"688",2016-01-18,0,1,8,4,2
"689",2016-01-19,0,0,1,2,1
"690",2016-01-21,0,1,3,6,5
"691",2016-01-22,0,2,4,10,3
"692",2016-01-23,0,0,2,1,1
"693",2016-01-27,0,0,1,5,3
"694",2016-01-28,0,0,0,2,1
"695",2016-01-29,1,0,7,5,5
"696",2016-01-30,0,0,0,2,2
"697",2016-02-01,0,0,0,1,1
"698",2016-02-02,0,0,0,1,1
"699",2016-02-03,0,0,0,4,2
"700",2016-02-04,2,0,17,10,6
"701",2016-02-05,6,1,36,17,10
"702",2016-02-06,4,0,13,8,8
"703",2016-02-07,5,0,11,7,7
"704",2016-02-08,0,0,5,3,2
"705",2016-02-09,1,0,2,1,1
"706",2016-02-10,2,0,2,1,1
"707",2016-02-11,3,0,8,4,3
"708",2016-02-12,8,0,44,12,10
"709",2016-02-13,4,2,40,12,12
"710",2016-02-14,5,1,38,16,12
"711",2016-02-15,4,0,19,8,8
"712",2016-02-16,11,0,66,53,16
"713",2016-02-17,0,0,1,1,1
"714",2016-02-18,0,0,0,3,1
"715",2016-02-19,0,0,1,2,1
"716",2016-02-20,0,0,1,1,1
"717",2016-02-21,2,0,11,3,3
"718",2016-02-22,0,0,2,1,1
"719",2016-02-24,0,0,4,2,2
"720",2016-02-25,1,0,7,4,2
"721",2016-02-26,4,4,32,9,5
"722",2016-02-27,2,0,10,3,3
"723",2016-02-28,6,7,67,16,5
"724",2016-02-29,5,1,20,16,9
"725",2016-03-01,0,0,1,2,2
"726",2016-03-02,1,1,24,6,6
"727",2016-03-03,5,9,41,14,10
"728",2016-03-04,1,1,7,2,2
"729",2016-03-05,0,1,3,1,1
"730",2016-03-06,0,0,2,1,1
"731",2016-03-07,1,0,5,4,2
"732",2016-03-08,1,1,14,4,4
"733",2016-03-09,0,0,0,2,1
"734",2016-03-10,1,0,4,7,3
"735",2016-03-12,1,0,1,3,3
"736",2016-03-13,1,0,3,4,3
"737",2016-03-14,0,0,2,2,2
"738",2016-03-15,3,0,18,13,6
"739",2016-03-16,13,3,48,20,14
"740",2016-03-17,1,1,23,11,5
"741",2016-03-18,0,0,2,2,2
"742",2016-03-19,4,0,19,5,3
"743",2016-03-20,5,0,24,5,5
"744",2016-03-21,0,0,3,3,3
"745",2016-03-23,0,2,2,4,4
"746",2016-03-24,0,0,0,2,1
"747",2016-03-25,0,0,2,1,1
"748",2016-03-26,15,2,83,2,2
"749",2016-03-27,0,0,0,3,1
"750",2016-03-28,0,0,22,5,5
"751",2016-03-29,1,0,7,4,3
"752",2016-03-30,1,1,4,4,3
"753",2016-03-31,2,1,3,1,1
"754",2016-04-01,2,2,23,4,4
"755",2016-04-06,0,1,12,2,2
"756",2016-04-07,0,0,2,1,1
"757",2016-04-08,0,0,2,2,2
"758",2016-04-09,12,1,46,9,7
"759",2016-04-10,3,0,5,1,1
"760",2016-04-11,0,0,3,2,1
"761",2016-04-12,0,0,9,2,2
"762",2016-04-13,0,0,0,1,1
"763",2016-04-14,0,0,1,1,1
"764",2016-04-15,0,1,8,4,4
"765",2016-04-16,21,2,112,27,11
"766",2016-04-19,1,0,8,7,4
"767",2016-04-21,0,0,11,2,2
"768",2016-04-22,0,0,7,6,2
"769",2016-04-23,0,0,13,5,4
"770",2016-04-24,1,0,10,2,2
"771",2016-04-25,8,1,43,16,7
"772",2016-04-26,3,1,27,11,6
"773",2016-04-27,2,0,7,2,2
"774",2016-04-28,0,0,3,10,8
"775",2016-04-29,0,0,1,3,3
"776",2016-04-30,24,2,142,19,19
"777",2016-05-01,5,1,11,3,2
"778",2016-05-02,1,0,5,5,3
"779",2016-05-03,1,2,23,12,7
"780",2016-05-04,0,1,4,5,5
"781",2016-05-05,7,5,50,14,9
"782",2016-05-06,10,17,92,48,19
"783",2016-05-07,14,7,77,25,17
"784",2016-05-08,11,3,34,10,8
"785",2016-05-09,1,2,10,4,4
"786",2016-05-10,3,1,19,10,6
"787",2016-05-11,4,1,30,4,2
"788",2016-05-12,1,2,5,4,3
"789",2016-05-13,1,2,11,3,3
"790",2016-05-14,0,0,2,2,2
"791",2016-05-15,0,1,4,1,1
"792",2016-05-16,0,1,9,7,3
"793",2016-05-17,0,0,1,1,1
"794",2016-05-18,0,1,6,2,2
"795",2016-05-19,3,3,10,4,3
"796",2016-05-20,2,4,19,7,3
"797",2016-05-21,3,5,13,6,4
"798",2016-05-22,6,0,14,11,6
"799",2016-05-23,0,0,2,1,1
"800",2016-05-24,0,0,4,3,3
"801",2016-05-25,2,0,15,8,6
"802",2016-05-26,3,1,13,7,5
"803",2016-05-27,1,0,2,1,1
"804",2016-05-29,0,0,0,1,1
"805",2016-05-30,14,1,55,6,4
"806",2016-05-31,0,0,2,1,1
"807",2016-06-01,6,0,13,3,3
"808",2016-06-02,5,0,8,7,6
"809",2016-06-03,0,0,4,5,4
"810",2016-06-06,0,0,2,1,1
"811",2016-06-07,0,0,0,2,1
"812",2016-06-08,0,0,2,4,3
"813",2016-06-09,1,0,3,1,1
"814",2016-06-11,1,1,7,6,2
"815",2016-06-15,2,0,9,1,1
"816",2016-06-16,1,0,9,7,3
"817",2016-06-17,0,0,5,2,2
"818",2016-06-24,2,8,17,7,4
"819",2016-06-25,0,0,1,2,1
"820",2016-06-28,2,0,11,1,1
"821",2016-07-01,1,2,3,3,3
"822",2016-07-02,0,0,2,3,2
"823",2016-07-03,7,1,18,3,3
"824",2016-07-04,0,0,0,2,1
"825",2016-07-06,0,0,2,1,1
"826",2016-07-09,1,0,0,3,3
"827",2016-07-10,0,0,1,1,1
"828",2016-07-11,2,2,14,2,2
"829",2016-07-12,1,0,2,2,1
"830",2016-07-13,10,1,29,3,3
"831",2016-07-14,13,3,51,3,3
"832",2016-07-15,33,3,175,8,3
"833",2016-07-16,0,0,0,1,1
"834",2016-07-17,2,0,0,1,1
"835",2016-07-19,1,2,10,6,2
"836",2016-07-20,2,0,7,2,1
"837",2016-07-21,3,2,20,22,8
"838",2016-07-23,2,1,1,5,2
"839",2016-07-24,0,0,0,1,1
"840",2016-07-25,0,0,1,3,2
"841",2016-07-26,0,0,1,1,1
"842",2016-07-28,0,0,0,2,2
"843",2016-07-29,7,0,39,7,2
"844",2016-08-02,0,0,2,1,1
"845",2016-08-03,5,1,13,4,3
"846",2016-08-06,0,1,2,1,1
"847",2016-08-08,0,0,0,1,1
"848",2016-08-10,2,0,4,2,2
"849",2016-08-11,0,0,3,2,2
"850",2016-08-12,0,0,2,2,2
"851",2016-08-15,0,0,0,2,1
"852",2016-08-16,1,0,13,16,5
"853",2016-08-17,0,0,0,1,1
"854",2016-08-18,3,0,8,5,3
"855",2016-08-21,0,0,1,2,1
"856",2016-08-23,3,1,11,2,1
"857",2016-08-24,3,2,42,5,5
"858",2016-08-27,0,0,0,1,1
"859",2016-08-28,0,0,2,2,2
"860",2016-08-29,0,0,3,2,2
"861",2016-08-31,0,0,1,1,1
"862",2016-09-03,2,0,2,2,2
"863",2016-09-04,5,0,11,3,2
"864",2016-09-06,1,0,14,3,3
"865",2016-09-07,0,0,3,1,1
"866",2016-09-09,29,6,99,8,5
"867",2016-09-10,1,0,3,2,2
"868",2016-09-11,0,0,2,1,1
"869",2016-09-14,3,1,8,3,2
"870",2016-09-15,7,0,20,3,3
"871",2016-09-16,0,0,0,2,2
"872",2016-09-17,0,0,3,1,1
"873",2016-09-20,0,0,1,1,1
"874",2016-09-21,2,1,9,1,1
"875",2016-09-22,11,3,62,6,5
"876",2016-09-23,6,2,29,4,4
"877",2016-09-24,1,0,3,5,4
"878",2016-09-25,6,1,30,3,3
"879",2016-09-26,9,0,16,3,3
"880",2016-09-27,0,0,1,3,1
"881",2016-09-28,2,0,11,4,4
"882",2016-09-29,2,0,0,2,1
"883",2016-10-01,0,0,3,1,1
"884",2016-10-02,2,1,6,6,2
"885",2016-10-03,0,0,15,2,2
"886",2016-10-06,6,1,26,25,23
"887",2016-10-07,3,0,2,8,7
"888",2016-10-08,0,0,0,2,1
"889",2016-10-09,0,0,1,1,1
"890",2016-10-11,0,0,2,1,1
"891",2016-10-12,4,1,11,6,5
"892",2016-10-13,0,1,3,1,1
"893",2016-10-14,0,0,1,1,1
"894",2016-10-16,2,0,19,1,1
"895",2016-10-18,2,0,6,1,1
"896",2016-10-19,0,0,8,2,1
"897",2016-10-20,11,0,19,7,6
"898",2016-10-21,1,2,10,5,4
"899",2016-10-22,2,0,4,4,3
"900",2016-10-24,1,0,2,6,4
"901",2016-10-25,0,0,0,2,1
"902",2016-10-26,0,0,0,3,2
"903",2016-10-27,0,0,1,6,3
"904",2016-10-28,1,0,3,2,2
"905",2016-10-29,12,1,19,11,4
"906",2016-10-30,0,0,2,1,1
"907",2016-11-01,3,3,9,4,4
"908",2016-11-02,0,1,0,3,1
"909",2016-11-03,2,0,2,1,1
"910",2016-11-04,1,0,6,7,4
"911",2016-11-05,3,0,13,4,4
"912",2016-11-06,0,0,0,2,1
"913",2016-11-07,2,0,15,6,2
"914",2016-11-08,0,0,8,2,2
"915",2016-11-09,18,1,12,3,2
"916",2016-11-10,0,0,0,1,1
"917",2016-11-11,2,0,5,8,4
"918",2016-11-13,2,0,0,2,1
"919",2016-11-14,0,0,1,1,1
"920",2016-11-15,0,0,0,1,1
"921",2016-11-16,0,0,2,2,2
"922",2016-11-17,1,0,3,1,1
"923",2016-11-18,0,0,1,1,1
"924",2016-11-20,35,0,23,10,3
"925",2016-11-21,9,1,24,3,2
"926",2016-11-22,0,0,0,2,2
"927",2016-11-23,1,0,8,2,2
"928",2016-11-24,1,0,8,1,1
"929",2016-11-25,14,3,24,5,4
"930",2016-11-26,10,0,16,4,2
"931",2016-11-27,0,0,1,1,1
"932",2016-11-29,3,0,6,1,1
"933",2016-11-30,1,0,11,4,4
"934",2016-12-01,0,0,2,2,1
"935",2016-12-03,9,0,4,2,1
"936",2016-12-04,18,0,23,2,1
"937",2016-12-06,0,0,1,3,1
"938",2016-12-07,0,0,0,1,1
"939",2016-12-08,12,35,50,4,1
"940",2016-12-09,1,0,0,1,1
"941",2016-12-10,0,0,0,1,1
"942",2016-12-11,1,0,1,1,1
"943",2016-12-13,1,0,2,1,1
"944",2016-12-14,0,0,3,2,2
"945",2016-12-15,0,0,0,1,1
"946",2016-12-16,1,0,1,2,1
"947",2016-12-18,1,0,0,1,1
"948",2016-12-19,0,1,2,3,1
"949",2016-12-20,0,0,2,3,3
"950",2016-12-21,1,1,7,2,2
"951",2016-12-27,0,0,1,1,1
"952",2016-12-29,0,0,1,1,1
"953",2016-12-30,0,0,0,1,1
"954",2016-12-31,1,0,0,1,1
"955",2017-01-01,7,1,10,4,3
"956",2017-01-02,13,0,12,2,2
"957",2017-01-03,9,1,13,7,5
"958",2017-01-04,0,0,0,1,1
"959",2017-01-07,79,1,133,5,4
"960",2017-01-08,0,0,0,1,1
"961",2017-01-09,0,0,2,3,3
"962",2017-01-11,0,3,6,8,8
"963",2017-01-12,6,2,2,3,3
"964",2017-01-13,21,0,72,6,4
"965",2017-01-14,0,0,0,3,1
"966",2017-01-15,17,1,19,6,6
"967",2017-01-16,3,1,4,2,1
"968",2017-01-19,0,0,0,1,1
"969",2017-01-20,0,0,1,1,1
"970",2017-01-21,1,1,0,2,2
"971",2017-01-22,4,1,3,3,2
"972",2017-01-23,0,0,0,1,1
"973",2017-01-24,0,0,0,1,1
"974",2017-01-25,0,0,0,2,2
"975",2017-01-27,2,1,8,5,5
"976",2017-01-28,0,0,0,5,2
"977",2017-01-29,3,0,7,4,4
"978",2017-01-30,4,0,5,1,1
"979",2017-01-31,9,1,37,7,4
"980",2017-02-02,0,1,7,2,2
"981",2017-02-03,0,0,2,1,1
"982",2017-02-04,0,0,2,1,1
"983",2017-02-06,0,0,2,2,2
"984",2017-02-09,0,0,4,4,3
"985",2017-02-11,1,0,2,3,3
"986",2017-02-14,2,1,12,3,3
"987",2017-02-15,10,4,16,7,6
"988",2017-02-16,0,0,4,2,2
"989",2017-02-17,2,2,6,6,2
"990",2017-02-18,6,0,11,1,1
"991",2017-02-19,0,0,0,1,1
"992",2017-02-21,0,0,0,1,1
"993",2017-02-24,2,2,9,4,2
"994",2017-02-25,0,0,0,1,1
"995",2017-02-26,1,0,1,5,3
"996",2017-02-27,0,0,0,2,1
"997",2017-02-28,1,0,2,3,1
"998",2017-03-01,1,0,1,2,1
"999",2017-03-03,2,0,0,2,2
"1000",2017-03-04,1,0,2,2,2
"1001",2017-03-07,4,2,6,1,1
"1002",2017-03-08,0,0,2,4,4
"1003",2017-03-12,1,0,0,1,1
"1004",2017-03-13,0,0,0,1,1
"1005",2017-03-15,1,0,0,2,2
"1006",2017-03-16,0,0,0,1,1
"1007",2017-03-17,1,0,0,1,1
"1008",2017-03-21,1,0,0,2,2
"1009",2017-03-22,21,0,31,4,3
"1010",2017-03-25,0,0,0,5,3
"1011",2017-03-27,0,0,0,1,1
"1012",2017-03-31,1,0,4,4,2
"1013",2017-04-02,1,0,3,2,2
"1014",2017-04-03,0,0,0,1,1
"1015",2017-04-04,0,0,0,1,1
"1016",2017-04-06,1,0,0,1,1
"1017",2017-04-07,0,0,0,1,1
"1018",2017-04-08,5,0,6,2,2
"1019",2017-04-09,26,4,52,1,1
"1020",2017-04-10,0,0,0,1,1
"1021",2017-04-13,16,0,23,1,1
"1022",2017-04-14,0,0,0,4,1
"1023",2017-04-15,3,0,6,3,1
"1024",2017-04-17,1,0,1,1,1
"1025",2017-04-18,0,0,0,2,2
"1026",2017-04-22,3,0,2,2,2
"1027",2017-04-23,11,0,20,4,3
"1028",2017-04-24,4,1,8,7,7
"1029",2017-04-25,1,0,3,4,2
"1030",2017-04-26,14,2,26,2,2
"1031",2017-04-27,1,0,2,2,2
"1032",2017-05-01,0,0,0,2,2
"1033",2017-05-02,0,0,0,1,1
"1034",2017-05-04,4,0,9,3,3
"1035",2017-05-05,1,0,4,5,3
"1036",2017-05-06,0,1,0,4,3
"1037",2017-05-08,0,0,0,4,2
"1038",2017-05-09,5,0,4,1,1
"1039",2017-05-10,0,0,1,3,1
"1040",2017-05-11,3,0,2,1,1
"1041",2017-05-12,0,0,0,1,1
"1042",2017-05-13,1,0,1,2,1
"1043",2017-05-15,0,0,0,2,2
"1044",2017-05-16,7,0,7,2,2
"1045",2017-05-17,1,0,0,3,2
"1046",2017-05-21,4,1,6,2,2
"1047",2017-05-22,0,0,0,1,1
"1048",2017-05-24,11,0,7,2,2
"1049",2017-05-25,0,1,4,2,2
"1050",2017-05-26,0,2,1,1,1
"1051",2017-05-27,0,0,0,3,2
"1052",2017-05-29,5,0,5,1,1
"1053",2017-05-31,0,0,1,3,2
"1054",2017-06-04,10,0,24,1,1
"1055",2017-06-15,0,0,0,1,1
"1056",2017-06-16,1,1,0,1,1
"1057",2017-06-18,8,1,4,3,2
"1058",2017-06-21,0,0,1,1,1
"1059",2017-06-27,0,0,0,1,1
"1060",2017-06-28,6,1,8,1,1
"1061",2017-06-29,0,0,0,2,1
"1062",2017-07-03,0,0,0,2,1
"1063",2017-07-05,0,0,0,2,1
"1064",2017-07-08,0,0,2,1,1
"1065",2017-07-10,0,0,0,2,2
"1066",2017-07-18,1,0,2,2,2
"1067",2017-07-19,0,0,0,1,1
"1068",2017-07-31,1,0,7,3,2
"1069",2017-08-01,0,1,5,2,2
"1070",2017-08-05,0,0,2,7,1
"1071",2017-08-08,1,0,1,1,1
"1072",2017-08-11,0,0,2,1,1
"1073",2017-08-12,3,0,8,2,2
"1074",2017-08-13,8,1,9,1,1
"1075",2017-08-14,1,0,0,4,1
"1076",2017-08-17,0,3,5,1,1
"1077",2017-08-20,0,0,0,1,1
"1078",2017-08-24,0,0,0,1,1
"1079",2017-08-25,1,0,0,1,1
"1080",2017-08-29,0,0,0,1,1
"1081",2017-08-30,0,0,1,1,1
